,BC_ID,H_0,H_24,H_48,H_72,H_96,Mut_ID,Strain,Environment
5002,57709,NA,NA,NA,-5.874533999,NA,998,L013,SC_7.0
5003,57746,-2.859949873,-3.413788982,-3.587684439,-3.662346395,-4.558097146,125,L013,SC_7.0
5004,57788,-2.677588846,-2.821713212,-3.08500908,-3.459560652,-3.586953886,423,L013,SC_7.0
5005,57935,NA,-5.409424177,NA,NA,NA,509,L013,SC_7.0
5006,57974,NA,NA,NA,NA,-5.005255177,877,L013,SC_7.0
5007,58259,-3.235522411,-3.298834467,-3.572172273,-3.424284891,-3.494710167,926,L013,SC_7.0
5008,58350,NA,-5.409424177,NA,NA,NA,805,L013,SC_7.0
5009,58455,-5.635196133,NA,-5.328047129,NA,NA,853,L013,SC_7.0
5010,58548,-2.146222608,-1.926122224,-1.822761455,-1.649690283,-1.581419719,362,L013,SC_7.0
5011,58573,-2.691701617,-2.499333631,-1.939768265,-1.586889002,-1.46650555,202,L013,SC_7.0
5012,58638,-5.635196133,-5.108394181,-5.027017133,NA,-5.403195186,423,L013,SC_7.0
5013,58683,-3.145237653,-3.517329574,-3.458815409,-3.817629148,-4.272861417,88,L013,SC_7.0
5014,58744,-2.934492415,-2.982912915,-3.13492253,-3.168670287,-3.230008918,817,L013,SC_7.0
5015,58827,-3.963098275,-3.82964058,-3.93010712,-4.096382749,-5.227103927,333,L013,SC_7.0
5016,59051,NA,NA,NA,NA,-5.403195186,1015,L013,SC_7.0
5017,59108,-3.116682193,-3.043936192,-3.557195117,-3.416652103,-3.590281829,412,L013,SC_7.0
5018,59187,-5.635196133,NA,-5.328047129,-5.874533999,-5.403195186,461,L013,SC_7.0
5019,59196,-2.950350771,-3.123866868,-3.345775896,-3.444781719,-3.593635471,718,L013,SC_7.0
5020,59197,-4.43107615,-4.295480825,-4.123927146,-4.874533999,-4.801135195,47,L013,SC_7.0
5021,59289,NA,-5.409424177,-5.328047129,NA,-5.704225182,585,L013,SC_7.0
5022,59408,-5.635196133,NA,NA,NA,NA,618,L013,SC_7.0
5023,59459,NA,-5.409424177,NA,NA,NA,71,L013,SC_7.0
5024,59536,-3.123312772,-3.106228119,-3.234625444,-3.258583948,-3.36977143,34,L013,SC_7.0
5025,59578,NA,NA,-5.027017133,NA,NA,639,L013,SC_7.0
5026,59623,NA,NA,NA,-5.573504004,NA,869,L013,SC_7.0
5027,59655,NA,NA,NA,-5.573504004,NA,684,L013,SC_7.0
5028,59688,-5.635196133,NA,NA,NA,NA,205,L013,SC_7.0
5029,59713,-4.857044882,-5.409424177,-5.027017133,NA,NA,884,L013,SC_7.0
5030,59766,-3.288843158,-3.295480825,-3.204195488,-3.377604351,-3.184397188,423,L013,SC_7.0
5031,59906,-5.635196133,NA,NA,NA,NA,476,L013,SC_7.0
5032,59913,NA,NA,NA,NA,-5.704225182,366,L013,SC_7.0
5033,59927,-3.387222866,-3.260205064,-3.549895878,-3.514698517,-3.61432007,113,L013,SC_7.0
5034,59931,-4.635196133,-4.50633419,-4.424957142,-4.795352753,-4.749982672,85,L013,SC_7.0
5035,60093,NA,-5.409424177,NA,NA,NA,215,L013,SC_7.0
5036,60338,-4.334166137,-4.932302922,-4.629077124,-4.619261494,-5.005255177,89,L013,SC_7.0
5037,60353,-3.288843158,-2.758146163,-2.311013789,-2.229701671,-2.188483765,981,L013,SC_7.0
5038,60370,-5.635196133,NA,-5.328047129,NA,NA,366,L013,SC_7.0
5039,60372,-5.635196133,NA,NA,NA,NA,772,L013,SC_7.0
5040,60379,NA,NA,NA,-5.874533999,-5.704225182,705,L013,SC_7.0
5041,60448,NA,-5.409424177,-5.328047129,NA,NA,769,L013,SC_7.0
5042,60483,-5.635196133,NA,NA,NA,NA,390,L013,SC_7.0
5043,60664,-4.790098093,-4.710454173,-4.005827834,-4.874533999,-5.227103927,401,L013,SC_7.0
5044,60673,-3.614006834,-3.87794526,-3.655949271,-3.821455556,-3.963862492,648,L013,SC_7.0
5045,60728,NA,NA,-5.328047129,NA,NA,461,L013,SC_7.0
5046,60813,-2.984888609,-3.123866868,-3.241687298,-3.418167966,-3.779945896,112,L013,SC_7.0
5047,60831,NA,-5.409424177,NA,NA,NA,279,L013,SC_7.0
5048,60928,-5.158074878,-5.409424177,-5.027017133,-5.874533999,-5.704225182,313,L013,SC_7.0
5049,60968,-3.191151337,-3.517329574,-4.328047129,-4.096382749,-4.212863488,234,L013,SC_7.0
5050,61022,-5.635196133,NA,NA,-5.874533999,NA,976,L013,SC_7.0
5051,61112,-3.517924837,-3.728182939,-4.181919093,-5.874533999,-5.403195186,407,L013,SC_7.0
5052,61396,-3.574498292,-3.469904924,-3.595653369,-3.784628888,-3.812130579,134,L013,SC_7.0
5053,61425,NA,-5.409424177,NA,-5.874533999,NA,526,L013,SC_7.0
5054,61758,-2.998708236,-3.081044573,-3.373804619,-3.52042556,-3.704225182,177,L013,SC_7.0
5055,61827,NA,NA,-5.328047129,NA,NA,186,L013,SC_7.0
5056,61901,NA,NA,-5.328047129,NA,NA,209,L013,SC_7.0
5057,61983,NA,-5.409424177,NA,-5.874533999,NA,941,L013,SC_7.0
5058,61984,NA,NA,-5.328047129,NA,NA,526,L013,SC_7.0
5059,61994,-5.635196133,NA,NA,NA,NA,883,L013,SC_7.0
5060,62014,-5.033136141,-5.409424177,-4.549895878,-4.971444012,-5.227103927,347,L013,SC_7.0
5061,62239,NA,NA,NA,-5.874533999,NA,432,L013,SC_7.0
5062,62270,-3.534825587,-4.263296141,-3.620476953,-3.887762265,-3.911833492,512,L013,SC_7.0
5063,62375,-3.567010271,-4.295480825,-4.424957142,-4.166963823,-5.10216519,50,L013,SC_7.0
5064,62495,NA,-4.932302922,NA,NA,NA,311,L013,SC_7.0
5065,62612,NA,NA,-5.027017133,NA,NA,333,L013,SC_7.0
5066,62622,-4.680953623,-5.409424177,NA,NA,NA,234,L013,SC_7.0
5067,62633,-2.441515103,-2.578835508,-2.612043785,-2.612795452,-2.648464717,423,L013,SC_7.0
5068,62661,-3.156629637,-3.427152944,-3.332411934,-3.538074266,-4.022983944,414,L013,SC_7.0
5069,62830,-3.760134869,-4.295480825,NA,-5.175563995,-5.227103927,366,L013,SC_7.0
5070,62913,-3.47382813,-4.067001496,-5.027017133,-5.573504004,-4.704225182,118,L013,SC_7.0
5071,62979,-3.159524944,-3.279090408,-3.424957142,-3.607362271,-3.600421461,930,L013,SC_7.0
5072,63089,-3.981983619,-4.455181667,-5.027017133,NA,NA,947,L013,SC_7.0
5073,63127,-5.635196133,NA,NA,NA,NA,829,L013,SC_7.0
5074,63253,-3.15518919,-3.197236572,-3.441556404,-3.433624917,-3.678919316,712,L013,SC_7.0
5075,63314,-5.635196133,-5.409424177,NA,NA,NA,449,L013,SC_7.0
5076,63392,-3.043019375,-3.227580589,-3.535655439,-3.654425911,-4.448952677,757,L013,SC_7.0
5077,63663,NA,-5.108394181,NA,NA,NA,91,L013,SC_7.0
5078,63735,-3.153753504,-3.413788982,-3.93010712,-3.42582768,-3.678919316,390,L013,SC_7.0
5079,63864,-5.334166137,NA,NA,-5.874533999,NA,859,L013,SC_7.0
5080,63866,-2.979097931,-3.239162461,-3.20094233,-3.466294034,-3.48150871,423,L013,SC_7.0
5081,64299,NA,NA,-5.328047129,NA,NA,486,L013,SC_7.0
5082,64437,NA,-5.409424177,NA,NA,NA,800,L013,SC_7.0
5083,64473,-3.392158084,-3.330242931,-3.528706579,-3.507178078,-3.80659809,162,L013,SC_7.0
5084,64544,NA,NA,-5.328047129,NA,NA,639,L013,SC_7.0
5085,64571,NA,NA,NA,NA,-5.403195186,979,L013,SC_7.0
5086,64577,-3.169813281,-3.427152944,-3.850925874,-4.412136002,-4.625043936,6,L013,SC_7.0
5087,64597,-4.143834439,-3.841222453,-3.736982522,-4.532111319,-4.425471581,582,L013,SC_7.0
5088,64678,-4.489068097,-4.108394181,-4.027017133,-4.595780399,-4.749982672,148,L013,SC_7.0
5089,64828,-3.464934417,-3.918062483,-3.985624448,-4.13417131,-4.448952677,458,L013,SC_7.0
5090,64905,-4.022412276,-3.853121676,-4.482949089,-4.92029149,NA,481,L013,SC_7.0
5091,64911,-5.158074878,NA,NA,NA,NA,1017,L013,SC_7.0
5092,64996,-2.907654876,-2.948526334,-3.063229306,-2.997162654,-3.001794645,423,L013,SC_7.0
5093,65211,-2.87628424,-2.932302922,-3.19771336,-3.361316399,-3.497399306,177,L013,SC_7.0
5094,65236,-3.112751899,-3.227580589,-3.414233276,-3.580067773,-3.795740163,684,L013,SC_7.0
5095,65542,-3.368024404,-3.962266145,-4.214103776,-4.971444012,-5.227103927,1014,L013,SC_7.0
5096,65565,NA,NA,-5.328047129,NA,NA,83,L013,SC_7.0
5097,65595,-3.425681118,-3.309053632,-4.005827834,-3.940035548,-4.091441325,309,L013,SC_7.0
5098,65680,-5.635196133,NA,-5.328047129,NA,NA,639,L013,SC_7.0
5099,66370,NA,NA,-5.328047129,NA,NA,1000,L013,SC_7.0
5100,66625,-5.334166137,NA,-5.328047129,NA,NA,227,L013,SC_7.0
5101,66879,NA,NA,NA,-5.874533999,NA,85,L013,SC_7.0
5102,67309,-5.635196133,NA,NA,NA,NA,983,L013,SC_7.0
5103,67314,NA,-5.409424177,NA,NA,NA,1014,L013,SC_7.0
5104,67354,NA,-5.409424177,-5.328047129,NA,NA,340,L013,SC_7.0
5105,67412,-5.635196133,NA,-5.328047129,NA,-5.704225182,522,L013,SC_7.0
5106,67442,-3.041910066,-3.057241659,-3.458815409,-3.798987038,-3.764705929,390,L013,SC_7.0
5107,67516,-5.334166137,NA,-5.328047129,NA,NA,72,L013,SC_7.0
5108,67598,NA,NA,-5.328047129,NA,NA,80,L013,SC_7.0
5109,67607,-3.609890267,-3.962266145,-4.482949089,-5.874533999,-5.704225182,239,L013,SC_7.0
5110,67791,-3.082527916,-3.154151672,-3.345775896,-3.318231499,-3.338737197,203,L013,SC_7.0
5111,67876,-4.43107615,-4.564326137,-5.027017133,NA,NA,732,L013,SC_7.0
5112,67923,NA,NA,NA,-5.874533999,NA,781,L013,SC_7.0
5113,68069,NA,NA,NA,-5.874533999,NA,41,L013,SC_7.0
5114,68088,-1.93527173,-1.716049026,-1.5725534,-1.393292081,-1.275458851,807,L013,SC_7.0
5115,68535,-2.815652197,-2.800898143,-2.968211646,-2.897267787,-2.996655006,845,L013,SC_7.0
5116,68537,-2.894833443,-2.811728991,-2.725987137,-2.72102401,-2.765705456,46,L013,SC_7.0
5117,68589,NA,NA,NA,-5.874533999,NA,938,L013,SC_7.0
5118,68635,-3.246030048,-3.348726336,-3.383564457,-3.631495951,-3.764705929,209,L013,SC_7.0
5119,68641,-2.994714696,-3.163911509,-3.595653369,-3.573504004,-3.249380322,90,L013,SC_7.0
5120,68650,NA,-4.932302922,NA,NA,NA,638,L013,SC_7.0
5121,68785,-3.482907788,-3.522933452,-4.482949089,-5.175563995,-5.704225182,180,L013,SC_7.0
5122,68856,NA,-5.409424177,NA,NA,NA,231,L013,SC_7.0
5123,68904,-5.635196133,NA,NA,-5.874533999,NA,1009,L013,SC_7.0
5124,68990,-2.868783285,-2.929417234,-3.172711091,-3.421215659,-3.494710167,376,L013,SC_7.0
5125,69078,-3.771873272,-4.368031492,-4.725987137,-4.221321486,-3.988221838,1014,L013,SC_7.0
5126,69094,-4.790098093,NA,NA,NA,NA,524,L013,SC_7.0
5127,69266,-3.657472527,-4.295480825,-4.373804619,-4.494322758,-5.704225182,650,L013,SC_7.0
5128,69388,NA,-5.409424177,NA,NA,-5.704225182,652,L013,SC_7.0
5129,69449,-3.213592206,-3.517329574,-3.783979084,-3.571337942,-3.377889321,456,L013,SC_7.0
5130,69508,-4.635196133,-4.368031492,-4.097598207,-4.795352753,-4.926073931,846,L013,SC_7.0
5131,69609,-5.635196133,-5.409424177,NA,NA,NA,362,L013,SC_7.0
5132,69721,-5.635196133,NA,NA,NA,NA,411,L013,SC_7.0
5133,69725,-3.879321277,-4.205304194,-3.836685435,-4.07519345,-3.834993462,173,L013,SC_7.0
5134,69748,-2.702215311,-2.757177836,-2.942440855,-2.887762265,-2.81046342,41,L013,SC_7.0
5135,69781,-4.022412276,-3.841222453,-3.646805891,-4.089204164,-4.342497346,235,L013,SC_7.0
5136,69887,NA,-5.409424177,NA,-5.874533999,NA,362,L013,SC_7.0
5137,69912,NA,-5.108394181,NA,-5.874533999,NA,1001,L013,SC_7.0
5138,69946,NA,NA,NA,NA,-5.403195186,968,L013,SC_7.0
5139,70265,-3.504862364,-3.807364186,-4.049293528,-4.728405964,-4.528133923,52,L013,SC_7.0
5140,70546,-3.342940061,-4.067001496,-4.214103776,-5.874533999,-5.10216519,133,L013,SC_7.0
5141,70558,NA,NA,NA,NA,-5.704225182,214,L013,SC_7.0
5142,70745,NA,NA,-5.328047129,NA,NA,441,L013,SC_7.0
5143,70906,NA,NA,-5.328047129,NA,NA,431,L013,SC_7.0
5144,70979,NA,NA,NA,-5.874533999,NA,316,L013,SC_7.0
5145,70980,NA,NA,NA,-5.874533999,NA,983,L013,SC_7.0
5146,70988,-5.635196133,NA,-5.328047129,NA,NA,99,L013,SC_7.0
5147,71116,NA,-5.108394181,NA,-5.874533999,NA,853,L013,SC_7.0
5148,71127,-2.840708086,-2.803042812,-3.178828016,-3.231081323,-3.250906842,742,L013,SC_7.0
5149,71273,-5.635196133,NA,NA,NA,NA,294,L013,SC_7.0
5150,71314,-2.958502523,-3.156571146,-3.328047129,-3.418167966,-3.353977163,1004,L013,SC_7.0
5151,71380,NA,NA,-5.328047129,NA,NA,819,L013,SC_7.0
5152,71387,-3.375124745,-3.865356132,-3.93010712,-4.412136002,-4.625043936,212,L013,SC_7.0
5153,71572,-3.310913677,-3.576915264,-3.771744628,-4.330465955,-5.227103927,423,L013,SC_7.0
5154,71688,-5.635196133,-5.409424177,NA,-5.874533999,NA,387,L013,SC_7.0
5155,71756,-5.635196133,NA,NA,NA,NA,773,L013,SC_7.0
5156,72084,NA,-5.409424177,NA,-5.874533999,NA,729,L013,SC_7.0
5157,72369,-4.356442532,NA,NA,NA,NA,476,L013,SC_7.0
5158,72413,-4.459104874,-4.154151672,-3.966319293,-4.595780399,-4.859127142,233,L013,SC_7.0
5159,72561,-5.635196133,NA,NA,-5.874533999,NA,866,L013,SC_7.0
5160,72564,-4.312976838,-4.455181667,-4.123927146,-4.69844274,-4.926073931,710,L013,SC_7.0
5161,72893,-3.132769013,-3.464941505,-3.880889097,-3.704272284,-4.662832496,775,L013,SC_7.0
5162,72918,-4.033136141,-5.409424177,NA,-5.874533999,NA,967,L013,SC_7.0
5163,73056,-5.635196133,NA,NA,NA,NA,899,L013,SC_7.0
5164,73059,-5.334166137,NA,NA,NA,NA,329,L013,SC_7.0
5165,73350,-4.936226128,NA,NA,NA,NA,493,L013,SC_7.0
5166,73408,-3.953954895,-4.108394181,-5.027017133,NA,-5.704225182,268,L013,SC_7.0
5167,73444,-3.327700095,-3.890910237,-3.783979084,-3.993720407,-4.926073931,412,L013,SC_7.0
5168,73463,-3.871768139,-4.807364186,-5.328047129,-5.874533999,NA,74,L013,SC_7.0
5169,73649,NA,-5.409424177,NA,NA,NA,981,L013,SC_7.0
5170,73651,-4.936226128,-4.631272926,-5.027017133,-5.096382749,-5.403195186,245,L013,SC_7.0
5171,73721,-3.936226128,-4.50633419,-5.328047129,-5.573504004,NA,1014,L013,SC_7.0
5172,73939,-2.874020319,-2.860420915,-3.28272415,-3.722245655,-4.124441585,8,L013,SC_7.0
5173,73965,-4.459104874,-4.295480825,-3.759845405,-4.69844274,-4.859127142,433,L013,SC_7.0
5174,74021,-5.635196133,NA,NA,NA,NA,12,L013,SC_7.0
5175,74037,NA,NA,-5.328047129,NA,NA,456,L013,SC_7.0
5176,74214,-5.635196133,-5.409424177,-5.328047129,NA,-5.704225182,932,L013,SC_7.0
5177,74365,NA,NA,NA,-5.874533999,NA,639,L013,SC_7.0
5178,74445,-3.283013614,-3.719228097,-3.865649131,-4.193292762,-4.625043936,979,L013,SC_7.0
5179,74450,-2.913385517,-2.960717857,-3.185032329,-3.214617799,-3.63603932,34,L013,SC_7.0
5180,74472,-5.334166137,NA,-5.328047129,-5.874533999,-5.704225182,589,L013,SC_7.0
5181,74579,NA,-5.409424177,-5.328047129,-5.874533999,NA,534,L013,SC_7.0
5182,74650,NA,NA,NA,-5.874533999,NA,48,L013,SC_7.0
5183,74692,-3.732106146,-4.50633419,NA,-5.573504004,NA,353,L013,SC_7.0
5184,74734,-3.202226842,-3.316002492,-3.655949271,-3.492516957,-3.446546607,718,L013,SC_7.0
5185,75084,-5.158074878,-4.455181667,-4.629077124,-5.397412745,-5.403195186,227,L013,SC_7.0
5186,75234,-4.857044882,-4.807364186,-4.373804619,-5.397412745,-5.227103927,899,L013,SC_7.0
5187,75395,-3.919192789,-4.130670576,-4.482949089,-4.92029149,NA,800,L013,SC_7.0
5188,76000,NA,-5.409424177,NA,-5.874533999,NA,830,L013,SC_7.0
5189,76084,-3.534825587,-3.534362913,-3.796568212,-3.722245655,-3.940797188,670,L013,SC_7.0
5190,76132,-4.044131526,-4.330242931,-3.947835887,-4.833141314,NA,998,L013,SC_7.0
5191,76147,-3.501657224,-3.918062483,-4.214103776,-4.459560652,-4.403195186,162,L013,SC_7.0
5192,76237,NA,NA,NA,-5.573504004,NA,819,L013,SC_7.0
5193,76437,-4.459104874,-4.047696341,-3.865649131,-4.595780399,-4.704225182,456,L013,SC_7.0
5194,76574,-4.936226128,-4.932302922,-4.424957142,-5.096382749,-5.403195186,75,L013,SC_7.0
5195,76576,-4.680953623,-4.263296141,-3.865649131,-4.644085078,-4.704225182,302,L013,SC_7.0
5196,76674,-5.635196133,NA,NA,NA,NA,526,L013,SC_7.0
5197,76886,-3.178830099,-3.257135832,-3.665289297,-3.999472736,-3.558097146,692,L013,SC_7.0
5198,77148,-5.635196133,-5.409424177,NA,NA,NA,118,L013,SC_7.0
5199,77260,-5.635196133,NA,NA,NA,NA,893,L013,SC_7.0
5200,77424,NA,NA,NA,-5.573504004,NA,456,L013,SC_7.0
5201,77444,-2.996706876,-3.002883996,-2.909745837,-2.718287809,-2.606967872,705,L013,SC_7.0
5202,77491,-5.334166137,NA,-5.328047129,NA,-5.704225182,468,L013,SC_7.0
5203,77562,-3.6529249,-3.918062483,-4.629077124,-5.397412745,-5.704225182,461,L013,SC_7.0
5204,77868,NA,-5.409424177,-5.328047129,NA,-5.704225182,646,L013,SC_7.0
5205,77875,-3.377517558,-3.841222453,-4.248865883,-4.383172306,-4.382005887,903,L013,SC_7.0
5206,77909,-5.334166137,NA,NA,-5.874533999,NA,119,L013,SC_7.0
5207,77915,NA,NA,NA,-5.874533999,NA,894,L013,SC_7.0
5208,77923,NA,NA,NA,-5.874533999,-5.704225182,1015,L013,SC_7.0
5209,78056,NA,NA,-5.328047129,NA,NA,464,L013,SC_7.0
5210,78127,NA,NA,-5.328047129,NA,-5.704225182,374,L013,SC_7.0
5211,78374,-4.635196133,-4.233332918,-4.027017133,-4.494322758,-4.558097146,168,L013,SC_7.0
5212,78517,-5.635196133,-5.409424177,NA,-5.874533999,-5.704225182,735,L013,SC_7.0
5213,78531,-4.091128088,NA,-5.027017133,-5.874533999,NA,340,L013,SC_7.0
5214,78559,-3.26412827,-3.50633419,-3.629077124,-3.930051327,-4.227103927,40,L013,SC_7.0
5215,78704,-3.191151337,-3.405102803,-3.535655439,-3.522351481,-3.441774092,192,L013,SC_7.0
5216,78781,-5.635196133,NA,NA,NA,NA,883,L013,SC_7.0
5217,78843,NA,NA,NA,NA,-5.704225182,366,L013,SC_7.0
5218,78847,-4.404747211,-3.918062483,-4.005827834,-4.412136002,-4.704225182,85,L013,SC_7.0
5219,78899,-3.368024404,-3.59651082,-4.373804619,-4.69844274,-5.704225182,686,L013,SC_7.0
5220,78930,-5.334166137,-4.932302922,-4.850925874,-5.397412745,-5.704225182,638,L013,SC_7.0
5221,79036,-3.75438254,-4.409424177,-4.850925874,-4.69844274,NA,106,L013,SC_7.0
5222,79042,NA,NA,NA,-5.874533999,NA,830,L013,SC_7.0
5223,79109,NA,NA,NA,-5.874533999,NA,428,L013,SC_7.0
5224,79290,-3.281087693,-3.422652443,-3.725987137,-4.023275651,-4.425471581,605,L013,SC_7.0
5225,79301,-3.199033486,-3.427152944,-3.704797838,-4.103681988,-4.014029102,177,L013,SC_7.0
5226,79339,-3.622358908,-3.775955721,-3.771744628,-4.158530656,-3.948350326,552,L013,SC_7.0
5227,79403,NA,-5.409424177,NA,-5.874533999,NA,261,L013,SC_7.0
5228,79429,NA,-5.409424177,NA,NA,NA,967,L013,SC_7.0
5229,79669,-3.145237653,-3.117168105,-3.482949089,-3.629021332,-4.014029102,589,L013,SC_7.0
5230,79840,-2.953954895,-3.13758257,-3.542717294,-3.629021332,-3.386161847,60,L013,SC_7.0
5231,79844,-5.635196133,-5.409424177,-4.482949089,-5.272474008,NA,138,L013,SC_7.0
5232,79861,NA,-5.409424177,-5.027017133,NA,NA,652,L013,SC_7.0
5233,79981,-3.879321277,-3.81835957,-4.328047129,-4.833141314,-5.704225182,125,L013,SC_7.0
5234,80107,-4.254984891,-3.746666345,-3.572172273,-4.343055082,-4.289251834,442,L013,SC_7.0
5235,80170,-3.902802373,-4.011484168,-4.286654444,-4.459560652,-4.032127324,690,L013,SC_7.0
5236,80331,NA,-5.409424177,NA,NA,NA,506,L013,SC_7.0
5237,80806,-5.635196133,-5.409424177,NA,NA,NA,829,L013,SC_7.0
5238,81178,NA,-5.409424177,NA,NA,NA,652,L013,SC_7.0
5239,81620,-5.635196133,NA,NA,-5.874533999,-5.704225182,349,L013,SC_7.0
5240,81962,-3.175803645,-2.847131312,-3.082534461,-3.210833074,-3.396729144,700,L013,SC_7.0
5241,82016,-5.635196133,NA,NA,NA,NA,111,L013,SC_7.0
5242,82068,-3.710916847,-3.384118312,-3.549895878,-3.849228134,-4.080975891,147,L013,SC_7.0
5243,82103,NA,NA,-5.328047129,-5.874533999,NA,195,L013,SC_7.0
5244,82338,-3.165374117,-3.279090408,-3.482949089,-3.377604351,-3.388254836,252,L013,SC_7.0
5245,82351,NA,NA,NA,-5.874533999,NA,750,L013,SC_7.0
5246,82425,-5.635196133,NA,NA,NA,NA,757,L013,SC_7.0
5247,82584,NA,NA,NA,NA,-5.704225182,729,L013,SC_7.0
5248,82887,-5.635196133,NA,NA,NA,NA,239,L013,SC_7.0
5249,83358,-5.635196133,NA,NA,NA,NA,448,L013,SC_7.0
5250,83516,NA,NA,-5.328047129,NA,-5.704225182,47,L013,SC_7.0
5251,83570,-3.783937784,-3.978060413,-4.629077124,-5.175563995,-5.704225182,310,L013,SC_7.0
5252,83734,NA,NA,-5.328047129,NA,NA,461,L013,SC_7.0
5253,83774,-2.659764324,-2.761064166,-2.867149286,-3.033800765,-3.143123798,859,L013,SC_7.0
5254,83859,NA,-5.409424177,NA,NA,NA,988,L013,SC_7.0
5255,83890,-3.680953623,-3.638572165,-4.097598207,-4.068354026,-4.199075203,672,L013,SC_7.0
5256,83968,-3.453352545,-3.81835957,-3.704797838,-4.427375968,-4.749982672,580,L013,SC_7.0
5257,83978,NA,NA,NA,NA,-5.704225182,321,L013,SC_7.0
5258,84058,-2.955768236,-2.861649471,-2.759845405,-2.744844107,-2.618221476,9,L013,SC_7.0
5259,84094,NA,NA,NA,-5.874533999,NA,587,L013,SC_7.0
5260,84280,-3.039699911,-3.038356315,-3.129390042,-3.605021055,-3.852966833,547,L013,SC_7.0
5261,84462,-3.605812355,-3.728182939,-4.850925874,NA,NA,715,L013,SC_7.0
5262,84504,-3.238996785,-3.405102803,-3.549895878,-3.795352753,-3.996655006,185,L013,SC_7.0
5263,84541,-3.215240384,-3.184114895,-3.274968685,-3.457893492,-3.840902321,214,L013,SC_7.0
5264,84607,-3.071715047,-3.014972496,-3.067975741,-2.85128154,-2.725132281,935,L013,SC_7.0
5265,84757,-5.635196133,-5.409424177,NA,NA,-5.704225182,337,L013,SC_7.0
5266,84769,-3.156629637,-3.409424177,-3.655949271,-3.757262704,-4.005255177,296,L013,SC_7.0
5267,84822,-3.80912133,-4.932302922,-4.629077124,-5.874533999,-5.403195186,459,L013,SC_7.0
5268,84998,-5.635196133,NA,NA,NA,-5.704225182,815,L013,SC_7.0
5269,85034,-2.813682604,-3.108394181,-3.35956418,-3.8533447,-3.865376091,954,L013,SC_7.0
5270,85087,NA,-5.409424177,NA,NA,-5.704225182,119,L013,SC_7.0
5271,85102,-5.635196133,NA,NA,NA,NA,313,L013,SC_7.0
5272,85140,-2.986836122,-3.03284722,-3.332411934,-3.737813432,-3.617865351,657,L013,SC_7.0
5273,85186,-3.48597702,-3.59651082,-3.715263272,-3.81007601,-3.486741237,1004,L013,SC_7.0
5274,85246,NA,NA,-5.027017133,NA,NA,486,L013,SC_7.0
5275,85258,-3.492181332,-4.047696341,-5.027017133,-5.397412745,-5.403195186,392,L013,SC_7.0
5276,85449,-4.273468297,-5.108394181,NA,-5.397412745,NA,947,L013,SC_7.0
5277,85520,NA,NA,NA,-5.874533999,NA,205,L013,SC_7.0
5278,85768,-3.12064838,-3.208027053,-3.458815409,-3.54209554,-3.617865351,89,L013,SC_7.0
5279,86020,NA,NA,-5.328047129,NA,NA,233,L013,SC_7.0
5280,86070,-5.635196133,-5.409424177,NA,-5.874533999,NA,768,L013,SC_7.0
5281,86145,NA,NA,-5.328047129,NA,-5.704225182,896,L013,SC_7.0
5282,86176,-4.172798135,-5.409424177,-5.328047129,NA,NA,333,L013,SC_7.0
5283,86290,-4.489068097,-4.409424177,-4.123927146,-4.619261494,-4.749982672,1001,L013,SC_7.0
5284,86468,NA,-5.409424177,NA,NA,NA,790,L013,SC_7.0
5285,86742,-5.635196133,NA,-5.328047129,NA,-5.704225182,613,L013,SC_7.0
5286,86774,-3.329844763,-3.431700572,-3.501972326,-3.619261494,-3.721953949,202,L013,SC_7.0
5287,86798,-3.12599361,-3.583349374,-3.796568212,-3.896810394,-4.500105199,83,L013,SC_7.0
5288,86999,NA,-5.409424177,-4.15195587,-5.029435959,-4.32401394,510,L013,SC_7.0
5289,87085,NA,-5.108394181,NA,NA,NA,892,L013,SC_7.0
5290,87210,NA,NA,-5.328047129,NA,NA,657,L013,SC_7.0
5291,87266,-3.639560938,-3.653549321,-3.966319293,-3.817629148,-3.852966833,326,L013,SC_7.0
5292,87336,-3.308860272,-3.108394181,-2.904801255,-3.518508142,-3.58365125,149,L013,SC_7.0
5293,87672,-3.593803447,-3.495610324,-3.783979084,-3.988043274,-4.160157137,570,L013,SC_7.0
5294,87768,-4.635196133,-4.807364186,-4.373804619,-4.971444012,-5.403195186,291,L013,SC_7.0
5295,87807,-5.635196133,-5.409424177,-5.027017133,NA,NA,271,L013,SC_7.0
5296,87947,-4.43107615,-5.108394181,-4.725987137,-5.029435959,-5.403195186,677,L013,SC_7.0
5297,87988,-4.356442532,-4.295480825,-3.809533189,-4.427375968,-5.005255177,213,L013,SC_7.0
5298,88017,-3.399667686,-3.775955721,-4.373804619,-3.915492607,-3.80659809,846,L013,SC_7.0
5299,88334,-3.13413687,-3.130670576,-3.369005736,-3.550251544,-3.41419057,391,L013,SC_7.0
5300,88639,-2.918358409,-3.186707706,-3.482949089,-3.649224718,-3.617865351,896,L013,SC_7.0
5301,88641,-5.033136141,NA,NA,-5.874533999,NA,72,L013,SC_7.0
5302,88718,-3.306816529,-3.500939158,-3.655949271,-3.546154396,-3.500105199,763,L013,SC_7.0
5303,89033,-3.332000075,-3.348726336,-3.674834615,-3.582277928,-3.871716269,584,L013,SC_7.0
5304,89052,NA,-5.409424177,NA,NA,NA,1000,L013,SC_7.0
5305,89061,-3.063487301,-3.219092479,-3.47678878,-3.598072195,-3.586953886,783,L013,SC_7.0
