,BC_ID,H_0,H_24,H_48,H_72,H_96,Mut_ID,Strain,Environment
1372,30905,-3.321175961,-3.327577818,-3.407107114,-3.597645907,-3.644794228,996,DivAnc,SC_3.0
1373,30944,-3.081774226,-2.976172511,-3.105309134,-3.194972396,-3.136997586,526,DivAnc,SC_3.0
1374,30968,-2.955862825,-2.891616356,-2.935919288,-2.950826067,-2.939798237,935,DivAnc,SC_3.0
1375,30973,-3.394649351,-3.213250643,-3.047221285,-2.924284094,-2.836102235,432,DivAnc,SC_3.0
1376,30975,NA,NA,NA,NA,-6.043601958,998,DivAnc,SC_3.0
1377,31001,-3.441074473,-3.462730437,-3.769989477,-3.739983023,-3.973564092,680,DivAnc,SC_3.0
1378,31014,NA,-6.443188329,NA,-6.460968767,-5.867510699,449,DivAnc,SC_3.0
1379,31105,NA,NA,-6.159155561,NA,NA,907,DivAnc,SC_3.0
1380,31127,NA,-6.443188329,NA,NA,NA,754,DivAnc,SC_3.0
1381,31210,-3.290200002,-3.201392898,-3.186489969,-3.125510866,-3.12899439,339,DivAnc,SC_3.0
1382,31247,-5.731109084,-6.443188329,NA,-6.159938771,NA,233,DivAnc,SC_3.0
1383,31270,-3.938717395,-3.840043957,-3.86689949,-3.888097165,-4.168540695,470,DivAnc,SC_3.0
1384,31303,-5.430079089,-6.443188329,-6.159155561,-6.460968767,NA,600,DivAnc,SC_3.0
1385,31418,-5.731109084,NA,NA,-6.460968767,NA,764,DivAnc,SC_3.0
1386,31429,NA,NA,NA,-6.460968767,NA,618,DivAnc,SC_3.0
1387,31465,-2.630049729,-2.563347273,-2.55959997,-2.521599297,-2.456958401,362,DivAnc,SC_3.0
1388,31470,-5.731109084,NA,NA,-6.159938771,NA,71,DivAnc,SC_3.0
1389,31547,-5.731109084,-6.443188329,NA,-6.460968767,NA,652,DivAnc,SC_3.0
1390,31561,-5.731109084,NA,NA,-6.460968767,NA,894,DivAnc,SC_3.0
1391,31606,NA,NA,NA,NA,-6.344631954,315,DivAnc,SC_3.0
1392,31635,-5.731109084,-6.443188329,NA,NA,NA,986,DivAnc,SC_3.0
1393,31637,NA,NA,NA,-6.460968767,NA,816,DivAnc,SC_3.0
1394,31671,NA,-6.443188329,-6.159155561,NA,NA,526,DivAnc,SC_3.0
1395,31698,-2.908941005,-2.872411961,-2.868675748,-2.949085406,-2.946691945,423,DivAnc,SC_3.0
1396,31753,-3.443307354,-3.261344741,-3.491702608,-3.456217611,-3.587995846,506,DivAnc,SC_3.0
1397,31845,NA,NA,-6.159155561,-6.460968767,NA,773,DivAnc,SC_3.0
1398,31877,-2.992328526,-2.967517141,-3.016766095,-2.962658213,-2.959562177,366,DivAnc,SC_3.0
1399,31903,-5.731109084,-6.142158334,-6.159155561,-6.460968767,-6.344631954,421,DivAnc,SC_3.0
1400,31911,NA,NA,-6.159155561,NA,NA,175,DivAnc,SC_3.0
1401,31939,-5.731109084,-6.443188329,-5.858125566,NA,NA,888,DivAnc,SC_3.0
1402,31973,NA,-6.443188329,NA,NA,NA,830,DivAnc,SC_3.0
1403,31989,NA,NA,NA,NA,-6.344631954,621,DivAnc,SC_3.0
1404,32006,-5.25398783,-5.841128338,NA,-5.983847512,-6.043601958,780,DivAnc,SC_3.0
1405,32025,-5.731109084,-6.142158334,NA,NA,NA,757,DivAnc,SC_3.0
1406,32091,-3.772067692,-4.443188329,-4.142122222,-4.541890674,-4.596443927,757,DivAnc,SC_3.0
1407,32110,-5.731109084,NA,-6.159155561,NA,NA,549,DivAnc,SC_3.0
1408,32137,-4.077896571,-4.761947092,-4.443152218,-4.720606077,-4.964420712,756,DivAnc,SC_3.0
1409,32144,-3.967681091,-3.900362902,-4.03858163,-4.049349061,-4.140511971,993,DivAnc,SC_3.0
1410,32280,-3.791589832,-3.685792301,-3.640641621,-3.893942401,-3.806812859,618,DivAnc,SC_3.0
1411,32296,-5.430079089,NA,-6.159155561,NA,NA,993,DivAnc,SC_3.0
1412,32324,-5.731109084,-6.443188329,NA,NA,NA,536,DivAnc,SC_3.0
1413,32355,-4.316135736,-5.045248321,-4.352975587,-4.385421805,-5.002209273,983,DivAnc,SC_3.0
1414,32370,-4.369381248,-5.142158334,-4.71199753,-5.118546086,-5.230688602,772,DivAnc,SC_3.0
1415,32449,-3.445551775,-3.338701218,-3.234359566,-3.282279527,-3.28167412,313,DivAnc,SC_3.0
1416,32469,NA,NA,NA,NA,-6.344631954,13,DivAnc,SC_3.0
1417,32489,-3.480689082,-3.403377775,-3.526698269,-3.64872407,-3.739326908,705,DivAnc,SC_3.0
1418,32504,NA,-6.443188329,-6.159155561,NA,NA,381,DivAnc,SC_3.0
1419,32555,NA,-6.443188329,NA,-6.460968767,NA,381,DivAnc,SC_3.0
1420,32607,-5.25398783,NA,-5.858125566,-6.460968767,-6.344631954,705,DivAnc,SC_3.0
1421,32680,-5.731109084,-6.443188329,NA,NA,-4.531718597,970,DivAnc,SC_3.0
1422,32683,-2.98060069,-2.979743298,-2.992133766,-3.021004831,-2.922206277,845,DivAnc,SC_3.0
1423,32813,-3.179659086,-3.010700074,-3.131398357,-3.138956328,-3.132177993,866,DivAnc,SC_3.0
1424,32837,-5.03213908,NA,NA,-6.159938771,-6.043601958,628,DivAnc,SC_3.0
1425,32883,-4.268711086,-5.028214981,-4.77894432,-4.998570769,-5.065878353,60,DivAnc,SC_3.0
1426,32927,-4.118325228,-4.300173529,-3.899084173,-4.049349061,-4.654435874,1004,DivAnc,SC_3.0
1427,33016,-3.46159614,-3.49088032,-3.810850698,-3.814565041,-3.819587147,248,DivAnc,SC_3.0
1428,33018,-3.30297429,-3.334961673,-3.326008449,-3.323614655,-3.227692307,958,DivAnc,SC_3.0
1429,33062,-5.731109084,-6.443188329,NA,-6.460968767,NA,677,DivAnc,SC_3.0
1430,33178,-3.309505158,-3.099779736,-3.147162447,-3.115007225,-3.111889891,639,DivAnc,SC_3.0
1431,33235,NA,NA,-6.159155561,-6.460968767,NA,489,DivAnc,SC_3.0
1432,33258,-5.430079089,-5.841128338,-6.159155561,-6.460968767,-5.566480703,381,DivAnc,SC_3.0
1433,33267,-5.731109084,-6.443188329,NA,-6.460968767,NA,211,DivAnc,SC_3.0
1434,33336,-5.731109084,NA,NA,NA,NA,547,DivAnc,SC_3.0
1435,33401,-3.459267478,-3.371306322,-3.394232577,-3.467532536,-3.348558299,534,DivAnc,SC_3.0
1436,33408,-3.217891484,-3.221774092,-3.268175964,-3.207873181,-3.101593905,423,DivAnc,SC_3.0
1437,33456,NA,NA,-6.159155561,NA,NA,434,DivAnc,SC_3.0
1438,33470,NA,NA,NA,-5.983847512,NA,85,DivAnc,SC_3.0
1439,33474,-3.199630167,-3.060991119,-3.129366091,-3.103987366,-3.063371267,742,DivAnc,SC_3.0
1440,33513,-5.25398783,-5.665037079,-6.159155561,NA,NA,938,DivAnc,SC_3.0
1441,33556,NA,NA,-5.858125566,NA,NA,16,DivAnc,SC_3.0
1442,33679,-4.03213908,-4.617113527,-4.487057703,-4.690116755,-4.882233956,115,DivAnc,SC_3.0
1443,33697,-5.731109084,NA,NA,NA,NA,657,DivAnc,SC_3.0
1444,33720,-5.430079089,NA,-6.159155561,-6.159938771,-6.344631954,804,DivAnc,SC_3.0
1445,33786,-3.382804221,-3.13805201,-3.298218941,-3.265622708,-3.339880798,279,DivAnc,SC_3.0
1446,33845,-5.430079089,NA,NA,NA,-6.344631954,461,DivAnc,SC_3.0
1447,33851,NA,-6.443188329,NA,NA,NA,836,DivAnc,SC_3.0
1448,33853,-3.867786224,-4.53470331,-4.195367734,-4.456647393,-4.69141944,48,DivAnc,SC_3.0
1449,33895,-3.998715325,-4.598090289,-4.307897213,-4.641424831,-4.764848357,564,DivAnc,SC_3.0
1450,33933,-3.623899115,-3.336317785,-3.486134654,-3.637494538,-3.666113575,474,DivAnc,SC_3.0
1451,33950,-5.731109084,-6.443188329,NA,NA,NA,733,DivAnc,SC_3.0
1452,33980,NA,-6.443188329,NA,-6.460968767,-6.344631954,333,DivAnc,SC_3.0
1453,34036,-5.430079089,NA,NA,NA,NA,605,DivAnc,SC_3.0
1454,34089,-3.235564747,-3.214274923,-3.230759709,-3.165841681,-3.28167412,530,DivAnc,SC_3.0
1455,34098,-3.248235501,-3.179552261,-3.253899513,-3.3242482,-3.312819682,639,DivAnc,SC_3.0
1456,34146,-3.488071036,-3.392422018,-3.304242539,-3.40216328,-3.503272483,768,DivAnc,SC_3.0
1457,34148,NA,-6.443188329,NA,NA,NA,551,DivAnc,SC_3.0
1458,34154,-5.731109084,-6.142158334,-6.159155561,NA,-6.344631954,597,DivAnc,SC_3.0
1459,34189,-3.670411244,-4.409764574,-4.146318337,-4.396510777,-4.645661949,381,DivAnc,SC_3.0
1460,34229,NA,NA,-5.858125566,NA,NA,506,DivAnc,SC_3.0
1461,34280,-4.040913004,-4.830404473,-4.654005583,-4.827500311,-5.168540695,717,DivAnc,SC_3.0
1462,34290,-5.129049093,-6.142158334,NA,-6.460968767,-6.043601958,600,DivAnc,SC_3.0
1463,34376,NA,-6.443188329,NA,NA,NA,979,DivAnc,SC_3.0
1464,34385,NA,-5.966067075,-5.858125566,-6.159938771,-6.344631954,279,DivAnc,SC_3.0
1465,34453,-5.129049093,-6.142158334,-5.682034307,-5.682817516,-6.043601958,149,DivAnc,SC_3.0
1466,34495,-5.731109084,-6.443188329,NA,NA,NA,489,DivAnc,SC_3.0
1467,34579,-3.833481993,-4.479400502,-4.200114169,-4.443935427,-4.672534096,825,DivAnc,SC_3.0
1468,34663,-5.430079089,-6.142158334,NA,NA,NA,446,DivAnc,SC_3.0
1469,34748,NA,-6.443188329,NA,-6.159938771,NA,261,DivAnc,SC_3.0
1470,34764,-5.03213908,-5.744218325,-5.858125566,-5.983847512,-6.344631954,408,DivAnc,SC_3.0
1471,34773,-3.311153336,-3.235553962,-3.124928301,-3.077692116,-3.085994671,453,DivAnc,SC_3.0
1472,34861,NA,-6.443188329,NA,NA,NA,329,DivAnc,SC_3.0
1473,34872,NA,NA,-5.682034307,NA,-6.344631954,877,DivAnc,SC_3.0
1474,34932,NA,NA,-6.159155561,NA,NA,824,DivAnc,SC_3.0
1475,34955,NA,NA,-5.858125566,NA,NA,67,DivAnc,SC_3.0
1476,35075,NA,-6.443188329,NA,-6.460968767,NA,799,DivAnc,SC_3.0
1477,35088,NA,-6.142158334,-6.159155561,NA,NA,851,DivAnc,SC_3.0
1478,35118,NA,-6.443188329,NA,NA,NA,99,DivAnc,SC_3.0
1479,35249,-2.43642246,-2.342542129,-2.398280923,-2.39196705,-2.38273648,807,DivAnc,SC_3.0
1480,35293,-2.892889862,-2.891006991,-2.78312638,-2.855663721,-2.866209766,423,DivAnc,SC_3.0
1481,35325,-3.375083227,-4.040067808,-3.77894432,-4.051035643,-4.269084992,381,DivAnc,SC_3.0
1482,35329,-5.25398783,NA,NA,NA,-6.344631954,66,DivAnc,SC_3.0
1483,35400,-5.731109084,NA,NA,-6.460968767,NA,509,DivAnc,SC_3.0
1484,35440,-2.308847634,-2.278270663,-2.305396528,-2.340559372,-2.332892392,423,DivAnc,SC_3.0
1485,35469,NA,NA,NA,-6.460968767,NA,1009,DivAnc,SC_3.0
1486,35473,-5.731109084,NA,-6.159155561,NA,NA,894,DivAnc,SC_3.0
1487,35479,-3.918195728,-4.57395661,-4.352975587,-4.521449514,-4.753567347,9,DivAnc,SC_3.0
1488,35489,NA,NA,NA,NA,-6.344631954,600,DivAnc,SC_3.0
1489,35496,-3.892259994,-4.529374477,-4.234876275,-4.521449514,-4.701179277,815,DivAnc,SC_3.0
1490,35559,-4.584981049,-5.26709707,-5.682034307,NA,NA,114,DivAnc,SC_3.0
1491,35568,NA,-6.443188329,-6.159155561,-6.460968767,NA,635,DivAnc,SC_3.0
1492,35647,-3.177226058,-3.173441956,-3.239554538,-3.181758254,-3.23606693,423,DivAnc,SC_3.0
1493,35649,-3.100681209,-2.930904266,-3.001094767,-3.00127479,-3.010983197,853,DivAnc,SC_3.0
1494,35660,NA,NA,-6.159155561,-6.460968767,-6.344631954,246,DivAnc,SC_3.0
1495,35701,-3.138932327,-3.060451064,-3.164398617,-3.106860328,-3.169410153,757,DivAnc,SC_3.0
1496,35730,-3.100681209,-2.963756992,-2.89717937,-2.835039274,-2.737713428,20,DivAnc,SC_3.0
1497,35755,-5.25398783,-6.142158334,NA,-6.159938771,-6.344631954,476,DivAnc,SC_3.0
1498,35830,NA,-6.443188329,NA,-6.460968767,-6.344631954,983,DivAnc,SC_3.0
1499,35846,NA,NA,NA,-6.460968767,NA,618,DivAnc,SC_3.0
1500,35883,-5.731109084,NA,-6.159155561,NA,NA,912,DivAnc,SC_3.0
1501,35891,-5.25398783,NA,NA,NA,NA,675,DivAnc,SC_3.0
1502,35902,-3.208664851,-3.203138557,-3.164838409,-3.118348724,-3.16250274,423,DivAnc,SC_3.0
1503,35940,-5.731109084,-6.443188329,NA,NA,-6.344631954,1005,DivAnc,SC_3.0
1504,36027,-3.722508913,-4.64384778,-4.314057521,-4.55787878,-4.681874122,717,DivAnc,SC_3.0
1505,36073,-3.511000996,-3.429088008,-3.583967716,-3.779727529,-3.714204079,52,DivAnc,SC_3.0
1506,36077,-5.129049093,NA,-6.159155561,-5.983847512,-6.344631954,47,DivAnc,SC_3.0
1507,36097,-3.400695311,-3.327910738,-3.517681451,-3.677065187,-3.66429644,921,DivAnc,SC_3.0
1508,36170,-5.129049093,-6.142158334,-5.858125566,-6.460968767,-6.344631954,836,DivAnc,SC_3.0
1509,36251,-5.731109084,NA,NA,NA,-6.344631954,428,DivAnc,SC_3.0
1510,36265,-3.427913027,-3.336997432,-3.452437779,-3.507209075,-3.572310247,60,DivAnc,SC_3.0
1511,36286,NA,NA,NA,NA,-6.344631954,84,DivAnc,SC_3.0
1512,36312,-5.731109084,-5.841128338,NA,-6.159938771,-6.043601958,83,DivAnc,SC_3.0
1513,36322,NA,-6.443188329,-6.159155561,NA,NA,440,DivAnc,SC_3.0
1514,36347,-3.290200002,-3.326912742,-3.22820653,-3.390561445,-3.352078436,43,DivAnc,SC_3.0
1515,36396,-5.430079089,-6.443188329,NA,-5.983847512,NA,185,DivAnc,SC_3.0
1516,36500,NA,-6.443188329,NA,NA,-6.344631954,302,DivAnc,SC_3.0
1517,36593,NA,-6.443188329,NA,-6.460968767,NA,32,DivAnc,SC_3.0
1518,36598,NA,-6.443188329,NA,NA,NA,546,DivAnc,SC_3.0
1519,36606,-5.731109084,NA,-5.858125566,NA,NA,802,DivAnc,SC_3.0
1520,36681,NA,NA,-5.55709557,NA,-6.344631954,690,DivAnc,SC_3.0
1521,36731,-3.627305363,-3.691139882,-3.531789705,-3.672093651,-3.582704115,32,DivAnc,SC_3.0
1522,36755,-5.430079089,NA,-5.858125566,NA,-6.344631954,877,DivAnc,SC_3.0
1523,36760,-3.071192884,-2.975284383,-3.050928905,-3.144369465,-3.284690066,311,DivAnc,SC_3.0
1524,36813,-5.03213908,-4.545561238,-4.477914324,-4.753398591,-5.043601958,865,DivAnc,SC_3.0
1525,36821,-3.052590705,-2.96246295,-3.036612037,-3.016611641,-2.991292859,646,DivAnc,SC_3.0
1526,36874,-5.731109084,-5.598090289,NA,-6.460968767,-6.344631954,118,DivAnc,SC_3.0
1527,36898,NA,-6.443188329,-6.159155561,NA,NA,985,DivAnc,SC_3.0
1528,36926,-3.369381248,-3.330583328,-3.53384311,-3.613396108,-3.515328181,125,DivAnc,SC_3.0
1529,36971,-5.129049093,-6.142158334,-5.682034307,-5.983847512,-6.043601958,60,DivAnc,SC_3.0
1530,36975,NA,-6.443188329,-5.858125566,NA,NA,596,DivAnc,SC_3.0
1531,37058,-5.129049093,-6.443188329,-5.858125566,-6.460968767,NA,780,DivAnc,SC_3.0
1532,37061,NA,NA,NA,-6.460968767,NA,964,DivAnc,SC_3.0
1533,37095,NA,-5.966067075,NA,-6.460968767,-6.344631954,887,DivAnc,SC_3.0
1534,37139,-3.184566421,-3.154492069,-3.258788433,-3.286908959,-3.346372615,33,DivAnc,SC_3.0
1535,37178,-2.860120271,-2.700698865,-2.683920339,-2.683324489,-2.60791682,692,DivAnc,SC_3.0
1536,37198,-3.179659086,-3.044901024,-3.13672719,-3.241384241,-3.408621158,964,DivAnc,SC_3.0
1537,37245,-5.03213908,-6.443188329,NA,-5.761998762,NA,231,DivAnc,SC_3.0
1538,37277,-4.40888979,-4.228344481,-4.627676644,-4.108786249,-4.405112701,686,DivAnc,SC_3.0
1539,37291,-3.043580123,-2.889790819,-2.891983833,-2.829524998,-2.873340243,138,DivAnc,SC_3.0
1540,37295,-3.197082978,-3.029218358,-3.175980489,-3.1627709,-3.1208765,729,DivAnc,SC_3.0
1541,37321,NA,NA,NA,NA,-6.344631954,625,DivAnc,SC_3.0
1542,37327,NA,NA,-6.159155561,NA,NA,132,DivAnc,SC_3.0
1543,37372,-3.398670624,-3.385902685,-3.558182666,-3.581872887,-3.679050963,569,DivAnc,SC_3.0
1544,37373,-3.064591104,-3.119936229,-3.175980489,-3.215949896,-3.235053407,866,DivAnc,SC_3.0
1545,37402,NA,NA,NA,-6.460968767,NA,893,DivAnc,SC_3.0
1546,37434,-5.731109084,NA,NA,-6.460968767,NA,524,DivAnc,SC_3.0
1547,37449,NA,-6.443188329,NA,NA,-6.344631954,132,DivAnc,SC_3.0
1548,37475,-5.430079089,NA,-6.159155561,-6.460968767,NA,988,DivAnc,SC_3.0
1549,37527,NA,NA,NA,NA,-6.344631954,1015,DivAnc,SC_3.0
1550,37612,NA,-6.443188329,NA,NA,NA,767,DivAnc,SC_3.0
1551,37650,NA,-6.443188329,NA,-6.460968767,NA,618,DivAnc,SC_3.0
1552,37683,-5.731109084,NA,NA,-6.460968767,NA,597,DivAnc,SC_3.0
1553,37776,NA,NA,-5.460185557,-6.159938771,-6.344631954,446,DivAnc,SC_3.0
1554,37786,-4.731109084,-5.48894582,-5.256065574,-5.381787521,-5.499533914,209,DivAnc,SC_3.0
1555,37854,NA,NA,NA,-6.460968767,-6.043601958,400,DivAnc,SC_3.0
1556,37891,-3.367497105,-3.19595178,-3.27720059,-3.260665584,-3.243228603,20,DivAnc,SC_3.0
1557,37908,NA,NA,-6.159155561,NA,NA,670,DivAnc,SC_3.0
1558,37957,-3.495580637,-3.556697604,-3.718246479,-3.868792009,-3.885239466,213,DivAnc,SC_3.0
1559,37959,-3.304597823,-3.325585638,-3.447348332,-3.614013442,-3.750239403,729,DivAnc,SC_3.0
1560,37978,-4.776866575,-5.966067075,-5.314057521,-5.615870727,-6.043601958,84,DivAnc,SC_3.0
1561,38096,NA,-6.443188329,NA,-6.460968767,-6.043601958,777,DivAnc,SC_3.0
1562,38213,-2.678030641,-2.485485288,-2.46851655,-2.443226103,-2.33204779,3,DivAnc,SC_3.0
1563,38247,-5.25398783,-6.142158334,-6.159155561,-5.858908775,NA,61,DivAnc,SC_3.0
1564,38253,-3.591229998,-3.413398859,-3.554929508,-3.511091063,-3.453652357,311,DivAnc,SC_3.0
1565,38294,-3.255437896,-3.237442788,-3.304242539,-3.535141192,-3.774089014,445,DivAnc,SC_3.0
1566,38295,-3.183334379,-3.29273892,-3.26043038,-3.284298834,-3.365083579,7,DivAnc,SC_3.0
1567,38313,NA,-6.443188329,NA,-6.460968767,NA,440,DivAnc,SC_3.0
1568,38365,NA,NA,NA,-6.460968767,NA,777,DivAnc,SC_3.0
1569,38386,-5.430079089,NA,-6.159155561,-6.159938771,NA,979,DivAnc,SC_3.0
1570,38407,-4.388686404,-5.187915824,-4.858125566,-5.099240931,-5.230688602,998,DivAnc,SC_3.0
1571,38419,-3.159400253,-3.213762481,-3.295832701,-3.54293843,-3.536420981,781,DivAnc,SC_3.0
1572,38423,-3.347293718,-3.460013257,-3.535906271,-3.754250984,-3.765992744,475,DivAnc,SC_3.0
1573,38613,-5.731109084,-6.142158334,-6.159155561,-6.159938771,NA,426,DivAnc,SC_3.0
1574,38753,-5.03213908,-5.966067075,-5.858125566,-5.858908775,-5.867510699,817,DivAnc,SC_3.0
1575,38803,-2.975996818,-3.013274632,-3.005950661,-3.096230212,-3.030764733,71,DivAnc,SC_3.0
1576,38886,-2.855469147,-2.824721837,-2.941408488,-2.975673328,-3.033726324,710,DivAnc,SC_3.0
1577,39062,-3.132318578,-2.988038808,-3.034325412,-3.013500636,-3.025734239,756,DivAnc,SC_3.0
1578,39112,NA,-6.443188329,NA,NA,-6.344631954,394,DivAnc,SC_3.0
1579,39135,-3.575773047,-3.289373465,-3.336333916,-3.403683122,-3.349435662,1009,DivAnc,SC_3.0
1580,39142,-3.623899115,-4.417882464,-4.009936449,-4.347025414,-4.612238194,250,DivAnc,SC_3.0
1581,39159,NA,-6.443188329,NA,NA,NA,173,DivAnc,SC_3.0
1582,39439,-5.731109084,-5.540098342,-5.256065574,-5.347025414,-5.230688602,756,DivAnc,SC_3.0
1583,39498,NA,-6.142158334,NA,NA,NA,482,DivAnc,SC_3.0
1584,39502,NA,-5.966067075,-5.858125566,-4.182215166,NA,5,DivAnc,SC_3.0
1585,39586,-3.432256008,-3.332262087,-3.486134654,-3.587067169,-3.643928237,809,DivAnc,SC_3.0
1586,39629,NA,NA,NA,-6.460968767,NA,339,DivAnc,SC_3.0
1587,39635,NA,NA,NA,-6.460968767,NA,896,DivAnc,SC_3.0
1588,39695,-5.430079089,NA,NA,-6.460968767,NA,364,DivAnc,SC_3.0
1589,39713,-3.546417654,-3.372781008,-3.39051746,-3.348028791,-3.421906496,970,DivAnc,SC_3.0
1590,39727,-3.701725307,-3.951826636,-4.200114169,-4.64805541,-4.77643023,704,DivAnc,SC_3.0
1591,39730,-5.731109084,NA,NA,NA,NA,947,DivAnc,SC_3.0
1592,39734,-5.731109084,NA,NA,NA,NA,710,DivAnc,SC_3.0
1593,39739,-2.958787378,-2.863062004,-2.93643909,-2.858041054,-2.897473922,547,DivAnc,SC_3.0
1594,39771,NA,NA,-6.159155561,NA,NA,803,DivAnc,SC_3.0
1595,39807,NA,-6.443188329,-6.159155561,-5.761998762,-6.344631954,866,DivAnc,SC_3.0
1596,39859,-3.373174237,-3.233941481,-3.167929486,-3.218178957,-3.392808918,412,DivAnc,SC_3.0
1597,39885,NA,NA,-6.159155561,NA,NA,89,DivAnc,SC_3.0
1598,39931,NA,NA,NA,-6.460968767,NA,61,DivAnc,SC_3.0
1599,39936,-5.430079089,NA,NA,-6.460968767,NA,817,DivAnc,SC_3.0
1600,40002,-5.25398783,NA,NA,-5.983847512,NA,40,DivAnc,SC_3.0
1601,40241,-5.731109084,-6.443188329,NA,NA,NA,256,DivAnc,SC_3.0
1602,40268,-5.731109084,-6.443188329,NA,NA,NA,48,DivAnc,SC_3.0
1603,40331,-3.490559836,-3.463639955,-3.44650586,-3.515500182,-3.401137438,4,DivAnc,SC_3.0
1604,40336,NA,NA,NA,NA,-6.344631954,400,DivAnc,SC_3.0
1605,40412,NA,NA,NA,-6.460968767,NA,524,DivAnc,SC_3.0
1606,40509,-4.151325488,-4.71891246,-4.546371705,-4.84818491,-5.089359449,609,DivAnc,SC_3.0
1607,40730,NA,NA,NA,-5.55787878,NA,803,DivAnc,SC_3.0
1608,40785,-3.952957834,-4.657858494,-4.333080759,-4.64805541,-5.114183032,453,DivAnc,SC_3.0
1609,40839,-3.039143982,-2.950567607,-2.873598252,-2.833910303,-2.833283438,62,DivAnc,SC_3.0
1610,40965,NA,-6.443188329,-6.159155561,-6.460968767,-6.344631954,343,DivAnc,SC_3.0
1611,41057,-5.25398783,-6.142158334,NA,-6.460968767,NA,308,DivAnc,SC_3.0
1612,41148,-5.430079089,-6.443188329,NA,NA,-6.344631954,856,DivAnc,SC_3.0
1613,41183,NA,-6.443188329,NA,NA,NA,252,DivAnc,SC_3.0
1614,41237,-5.731109084,NA,NA,NA,NA,153,DivAnc,SC_3.0
1615,41328,-4.199630167,-5.100765649,-4.615087517,-4.969607073,-4.929658606,1001,DivAnc,SC_3.0
1616,41343,-3.56379175,-3.387046067,-3.477914324,-3.500497989,-3.416748543,757,DivAnc,SC_3.0
1617,41414,-5.25398783,-6.142158334,NA,NA,NA,440,DivAnc,SC_3.0
1618,41430,-3.239747391,-3.18359445,-3.13920888,-3.009335819,-3.010178203,930,DivAnc,SC_3.0
1619,41470,NA,-6.443188329,NA,NA,-6.344631954,347,DivAnc,SC_3.0
1620,41511,-3.52159407,-3.551093727,-3.348923043,-3.334512653,-3.404115469,623,DivAnc,SC_3.0
1621,41516,-5.430079089,-6.443188329,-6.159155561,-5.682817516,NA,95,DivAnc,SC_3.0
1622,41524,-5.129049093,-6.443188329,-5.682034307,-5.858908775,NA,639,DivAnc,SC_3.0
1623,41534,-3.51362514,-3.059911679,-2.998987268,-2.97538929,-2.955288643,83,DivAnc,SC_3.0
1624,41596,-3.812030992,-3.695000302,-3.690808231,-3.82548502,-3.543914876,369,DivAnc,SC_3.0
1625,41606,-5.430079089,NA,-5.682034307,NA,NA,573,DivAnc,SC_3.0
1626,41690,NA,-6.443188329,NA,NA,NA,227,DivAnc,SC_3.0
1627,41706,-5.731109084,NA,NA,NA,NA,213,DivAnc,SC_3.0
1628,41768,NA,NA,-6.159155561,NA,NA,1000,DivAnc,SC_3.0
1629,41772,-3.850295492,-4.197675662,-4.579371965,-4.728575007,-4.839481975,393,DivAnc,SC_3.0
1630,41828,-5.731109084,-6.142158334,NA,NA,NA,763,DivAnc,SC_3.0
1631,41853,-3.796610633,-4.545561238,-4.125731806,-4.487840913,-4.604269264,271,DivAnc,SC_3.0
1632,41863,-5.731109084,NA,NA,NA,NA,488,DivAnc,SC_3.0
1633,41917,NA,-5.841128338,NA,-6.159938771,NA,277,DivAnc,SC_3.0
1634,41954,NA,-6.443188329,-6.159155561,-6.460968767,NA,509,DivAnc,SC_3.0
1635,42009,-5.731109084,-6.443188329,NA,NA,NA,530,DivAnc,SC_3.0
1636,42089,-3.008475162,-3.041960162,-3.032050763,-3.100186077,-2.952462804,930,DivAnc,SC_3.0
1637,42179,-5.731109084,NA,NA,NA,NA,60,DivAnc,SC_3.0
1638,42203,-2.98759932,-2.627743413,-2.669056556,-2.58170081,-2.416799821,859,DivAnc,SC_3.0
1639,42216,-5.731109084,NA,NA,-6.460968767,NA,766,DivAnc,SC_3.0
1640,42334,NA,-6.443188329,NA,-6.460968767,NA,683,DivAnc,SC_3.0
1641,42353,-5.25398783,NA,NA,-6.460968767,-5.867510699,830,DivAnc,SC_3.0
1642,42378,-5.25398783,-4.657858494,-5.045212209,-5.063028758,-5.441541967,549,DivAnc,SC_3.0
1643,42495,-3.153617285,-2.934254803,-2.876080587,-2.856850761,-2.74268055,31,DivAnc,SC_3.0
1644,42526,-3.017618541,-3.096444275,-3.163081907,-3.280842892,-3.231022803,266,DivAnc,SC_3.0
1645,42532,NA,-6.443188329,NA,NA,NA,387,DivAnc,SC_3.0
1646,42574,-3.028678548,-2.935062793,-3.055693939,-3.078591463,-3.059750239,7,DivAnc,SC_3.0
1647,42578,NA,NA,NA,-5.858908775,NA,113,DivAnc,SC_3.0
1648,42669,-4.500660163,-5.540098342,-5.314057521,-5.381787521,-6.043601958,521,DivAnc,SC_3.0
1649,42699,-5.430079089,NA,-6.159155561,-6.460968767,-6.344631954,476,DivAnc,SC_3.0
1650,42884,-3.097640629,-3.17414262,-3.052964664,-3.032833973,-3.205382736,692,DivAnc,SC_3.0
1651,42897,-3.028678548,-2.971017183,-3.114224015,-3.155402453,-3.138616077,1001,DivAnc,SC_3.0
1652,42926,-5.731109084,-5.966067075,-5.858125566,NA,NA,906,DivAnc,SC_3.0
1653,42976,-3.089634974,-2.988800862,-3.010244568,-3.048676257,-2.997887899,742,DivAnc,SC_3.0
1654,43006,NA,-6.443188329,NA,NA,-6.043601958,618,DivAnc,SC_3.0
